born | C:BIRTH
have been infected | C:HEALTH-CONDITION
disruption caused by | C:HEALTH-CONDITION
slow the spread of | C:HEALTH-CONDITION
threat posed by | C:HEALTH-CONDITION
has recovered from | C:HEALTH-CONDITION
reduce the spread of | C:HEALTH-CONDITION
disruptions caused by | C:HEALTH-CONDITION
have been infected by | C:HEALTH-CONDITION
suffered from | C:HEALTH-CONDITION
test positive for | C:HEALTH-CONDITION
has infected over | C:HEALTH-CONDITION
have tested negative for | C:HEALTH-CONDITION
has disrupted | C:HEALTH-CONDITION
curb the spread of | C:HEALTH-CONDITION
tests positive for | C:HEALTH-CONDITION
showed symptoms of | C:HEALTH-CONDITION
transmitted through | C:HEALTH-CONDITION
had been tested for | C:HEALTH-CONDITION
has tested negative for | C:HEALTH-CONDITION
quarantined in | C:HEALTH-CONDITION
was suffering from | C:HEALTH-CONDITION
tested positive on | C:HEALTH-CONDITION
has been affected by | C:HEALTH-CONDITION
affected by | C:HEALTH-CONDITION
has been hit hard by | C:HEALTH-CONDITION
succumbed to | C:HEALTH-CONDITION
have tested positive to | C:HEALTH-CONDITION
measures to combat the spread | C:HEALTH-CONDITION
have been hit hard by | C:HEALTH-CONDITION
tested positive in | C:HEALTH-CONDITION
will be tested for | C:HEALTH-CONDITION
had recovered from | C:HEALTH-CONDITION
measures to curb the spread of | C:HEALTH-CONDITION
aimed at slowing the spread of | C:HEALTH-CONDITION
diagnose | C:HEALTH-CONDITION
mitigate the spread of | C:HEALTH-CONDITION
order to slow the spread of | C:HEALTH-CONDITION
have tested negative | C:HEALTH-CONDITION
continues to affect | C:HEALTH-CONDITION
order to stop the spread of | C:HEALTH-CONDITION
have been impacted by | C:HEALTH-CONDITION
is recovering from | C:HEALTH-CONDITION
bid to slow the spread of | C:HEALTH-CONDITION
are showing symptoms of | C:HEALTH-CONDITION
tested positive of | C:HEALTH-CONDITION
coughed on | C:HEALTH-CONDITION
quarantined for | C:HEALTH-CONDITION
affected due to | C:HEALTH-CONDITION
are suffering from | C:HEALTH-CONDITION
aimed at containing the spread of | C:HEALTH-CONDITION
bid to stop the spread of | C:HEALTH-CONDITION
found positive for | C:HEALTH-CONDITION
is suffering from | C:HEALTH-CONDITION
measures to stop the spread of | C:HEALTH-CONDITION
quarantined after | C:HEALTH-CONDITION
have been cured | C:HEALTH-CONDITION
has been cured | C:HEALTH-CONDITION
caused by the outbreak of | C:HEALTH-CONDITION
has infected nearly | C:HEALTH-CONDITION
has infected at least | C:HEALTH-CONDITION
sickened by | C:HEALTH-CONDITION
afflicted by | C:HEALTH-CONDITION
had tested negative for | C:HEALTH-CONDITION
has suffered | C:HEALTH-CONDITION
afflicted | C:HEALTH-CONDITION
suffering from | C:HEALTH-CONDITION
have suffered from | C:HEALTH-CONDITION
order to curb the spread of | C:HEALTH-CONDITION
attempt to curb the spread of | C:HEALTH-CONDITION
have been hit by | C:HEALTH-CONDITION
diagnosed in | C:HEALTH-CONDITION
burials | C:DEATH
aimed at stopping the spread of | C:HEALTH-CONDITION
are working together to | C:INTERACTION
aimed at preventing the spread of | C:HEALTH-CONDITION
risk of dying from | C:HEALTH-CONDITION
continues to spread throughout | C:HEALTH-CONDITION
have tested positive in | C:HEALTH-CONDITION
quarantined due to | C:HEALTH-CONDITION
bid to stem the spread of | C:HEALTH-CONDITION
surfaced in	| C:LOCATION-RELATED
are experiencing symptoms of | C:HEALTH-CONDITION
have been registered in | C:LOCATION-RELATED
quarantined at home | C:HEALTH-CONDITION
has tested positive to | C:HEALTH-CONDITION
measures to control the spread of | C:HEALTH-CONDITION
attempt to slow the spread of | C:HEALTH-CONDITION
affected by the spread of | C:HEALTH-CONDITION
had been exposed to | C:HEALTH-CONDITION
imposed to curb the spread of | C:HEALTH-CONDITION
will be affected by | C:HEALTH-CONDITION
order to limit the spread of | C:HEALTH-CONDITION
attempt to stop the spread of | C:HEALTH-CONDITION
has now infected more | C:HEALTH-CONDITION
threats posed by | C:HEALTH-CONDITION
aimed at limiting the spread of | C:HEALTH-CONDITION
bid to halt the spread of | C:HEALTH-CONDITION
halt the spread of | C:HEALTH-CONDITION
displayed symptoms of | C:HEALTH-CONDITION
are recovering from | C:HEALTH-CONDITION
have been diagnosed | C:HEALTH-CONDITION
measure to curb the spread of | C:HEALTH-CONDITION
avoid the spread of | C:HEALTH-CONDITION
curtail the spread of | C:HEALTH-CONDITION
show symptoms of | C:HEALTH-CONDITION
have become infected | C:HEALTH-CONDITION
measures to slow the spread of | C:HEALTH-CONDITION
have been hospitalised | C:HEALTH-CONDITION
has been hospitalised | C:HEALTH-CONDITION
was hospitalised | C:HEALTH-CONDITION
exhibited symptoms of | C:HEALTH-CONDITION
has been hard hit by | C:HEALTH-CONDITION
diagnosed as | C:HEALTH-CONDITION
had tested positive to | C:HEALTH-CONDITION
taken to curb the spread of | C:HEALTH-CONDITION
will be screened for | C:HEALTH-CONDITION
bid to limit the spread of | C:HEALTH-CONDITION
measures to limit the spread of | C:HEALTH-CONDITION
has already infected more | C:HEALTH-CONDITION
have suffered from | C:HEALTH-CONDITION
is showing symptoms of | C:HEALTH-CONDITION
succumb to | C:HEALTH-CONDITION
measures to stem the spread of | C:HEALTH-CONDITION
prevent the further spread of | C:HEALTH-CONDITION
posted a video on | C:CREATION
have been diagnosed in | C:HEALTH-CONDITION
have shown symptoms of | C:HEALTH-CONDITION
attempt to limit the spread of | C:HEALTH-CONDITION
had not been tested for | C:HEALTH-CONDITION
had been infected | C:HEALTH-CONDITION
has tested negative | C:HEALTH-CONDITION
became ill with | C:HEALTH-CONDITION
are dying of | C:HEALTH-CONDITION
have now been tested for | C:HEALTH-CONDITION
have been laid off due to | C:HEALTH-CONDITION
have been adversely affected by | C:HEALTH-CONDITION
protect the health of | C:HEALTH-CONDITION
treat patients with | C:HEALTH-CONDITION
help slow the spread of | C:HEALTH-CONDITION
taken to combat the spread of | C:HEALTH-CONDITION
have tested positive with | C:HEALTH-CONDITION
battles the spread of | C:HEALTH-CONDITION
must go	9can slow the spread of | C:HEALTH-CONDITION
continues to battle the spread of | C:HEALTH-CONDITION
aimed at stemming the spread of | C:HEALTH-CONDITION
affected by the outbreak of | C:HEALTH-CONDITION
dies | C:HEALTH-CONDITION | C:DEATH
dies a week after | C:HEALTH-CONDITION | C:DEATH
dies aboard | C:HEALTH-CONDITION | C:DEATH
dies after | C:HEALTH-CONDITION | C:DEATH
dies as | C:HEALTH-CONDITION | C:DEATH
dies as a result of | C:HEALTH-CONDITION | C:DEATH
dies at | C:HEALTH-CONDITION | C:DEATH
dies due to | C:HEALTH-CONDITION | C:DEATH
dies from complications with | C:HEALTH-CONDITION | C:DEATH
dies from the virus after | C:HEALTH-CONDITION | C:DEATH
dies in | C:HEALTH-CONDITION | C:DEATH
dies in a hospital for | C:HEALTH-CONDITION | C:DEATH
dies in federal prison of | C:HEALTH-CONDITION | C:DEATH
dies in hospital from | C:HEALTH-CONDITION | C:DEATH
dies in hospital | C:HEALTH-CONDITION | C:DEATH
dies next month from | C:HEALTH-CONDITION | C:DEATH
dies of | C:HEALTH-CONDITION | C:DEATH
dies of complications from | C:HEALTH-CONDITION | C:DEATH
dies out of | C:HEALTH-CONDITION | C:DEATH
dies suddenly after | C:HEALTH-CONDITION | C:DEATH
dies within | C:HEALTH-CONDITION | C:DEATH
discharged from a city hospital | C:HEALTH-CONDITION
discharged from a hospital on | C:HEALTH-CONDITION
discharged from a local clinic | C:HEALTH-CONDITION
discharged from hospital | C:HEALTH-CONDITION
discharged from hospitals | C:HEALTH-CONDITION
discharged from the General Hospital | C:HEALTH-CONDITION
discharged from the hospital | C:HEALTH-CONDITION
discharged from the hospital | C:HEALTH-CONDITION
discharged from the isolation | C:HEALTH-CONDITION
discharged from the National Institute of | C:HEALTH-CONDITION
discharged from the state isolation centre | C:HEALTH-CONDITION
disruptions | C:HEALTH-CONDITION
had shown symptoms of | C:HEALTH-CONDITION
has shown symptoms of | C:HEALTH-CONDITION
have shown symptoms of | C:HEALTH-CONDITION
outlined by | C:STATEMENT
outlined in | C:STATEMENT
outlines | C:STATEMENT
pandemic | C:HEALTH-CONDITION
epidemic | C:HEALTH-CONDITION
pandemic | C:NATURAL-DISASTER
epidemic | C:NATURAL-DISASTER
die of | C:HEALTH-CONDITION
claim the lives of | C:HEALTH-CONDITION
cease fire| C:VIOLENCE-INCIDENT
jail | C:LAW-RELATED
work together with | C:INTERACTION
work together | C:INTERACTION
worsen | C:HEALTH-CONDITION
wishes to | C:STATEMENT
wish to | C:STATEMENT
wished to | C:STATEMENT
concerns of | C:STATEMENT
are implementing | C:CREATION
won't | C:NONE
can't | C:NONE
don't | C:NONE
won’t | C:NONE
can’t | C:NONE
don’t | C:NONE
